Categories,Link,Reviewer,Rating,Title,Review
,https://ca.trustpilot.com/reviews/5fc6f31b5e693f07049c8c30,Cesar Ceja,1 star: Bad,Workers read please and respond if you can,I don’t know if this is happening with some of you guys but every time I try to accept high paying batches it gives me a message saying “ this batch is unavailable” after I accept the batch and it looks to be only on higher amount batches any other batch that is low it accepts them. So if any of the workers are experiencing this issue I would like to know. Because they are money making batches and hurts to see them go lol. Like are we experiencing these hacking bots again fml.
,https://ca.trustpilot.com/reviews/5fc6dfe85e693f0604748d33,P Min,1 star: Bad,Horrible service,Horrible service ! Horrible company!
,https://ca.trustpilot.com/reviews/5fc079005e693f08f00bb9fb,Robin,1 star: Bad,OMG the worst place,OMG the worst place - Never will I ever use this service ever again!!!
,https://ca.trustpilot.com/reviews/5fbd9d725e693f0b10005c09,Irina Rose,1 star: Bad,I had to use it today for the first…,I had to use it today for the first time and can not describe how deeply dosappointed I'm. Worst service ever. Few of the items they had on the website they didn't had in the store. Website is very slow...would take me less time to get it done myself. Never will use it again.
,https://ca.trustpilot.com/reviews/5fbd29855e693f0b10ffc8e9,Natali,1 star: Bad,Promo codes for Insta are haux,All instacrts promo codes are one big lie.They never accept promo codes.Another fraud from insta
,https://ca.trustpilot.com/reviews/5fbc03185e693f0b10fee695,Sarah Davidson,1 star: Bad,Instacart App is a Nightmare,"Instacart is a great idea - if only it worked. Of course, the shopper experience is touch-and-go; I guess that's to be expected. The major problem, though, is with the ridiculous app. It works about a quarter of the time. I've given this company enough time to pull their heads out - now I'm done."
,https://ca.trustpilot.com/reviews/5fbbdeac5e693f08f007c351,Bijal Barot,1 star: Bad,I wish i can give less than 1 .!,I wish i can give less than 1 .!! The worst service ever seen.!! Never go for instacart.!
,https://ca.trustpilot.com/reviews/5fbb0c0d5e693f08f00728cc,Lauren,1 star: Bad,I am never using their service again,"I am never using their service again. I wanted to like it, but I can't. I placed an order and my shopper began shopping at 5 PM. It's now 8 PM. She's still shopping. And for the entire three hours she has been texting me asking questions that I believe should've been resolved by me agreeing to all reasonable substitutions. Our family started the day with a family emergency. I decided to try their service today to ease a burden on our family on a challenging day.  I found the experience stressful, bothersome and exhausting and will never use it again"
,https://ca.trustpilot.com/reviews/5fb858115e693f0b10fcaaae,SoberTTV,1 star: Bad,I ordered Groceries and never recieved…,I ordered Groceries and never recieved them and they were not able to redeliver so now me and my family wont be eating tonight because i have covid and cant go get food.
,https://ca.trustpilot.com/reviews/5fb6e7d75e693f0b10fb70ed,Inju Chang,1 star: Bad,Instacart needs to up their game…,Instacart needs to up their game treating shoppers fairly treating customers fairly. Instacart needs to treat people fairly and follow labor laws.
,https://ca.trustpilot.com/reviews/5fb28f105e693f0a8428806f,FIXER TRADING LTD,1 star: Bad,They always cut tips market have no…,They always cut tips market have no grocery because of pandemic we do the grocery for customer and market has no items available but instacart always cut over tips it’s very bad
,https://ca.trustpilot.com/reviews/5faf398f5e693f0acce83100,Evelyn Kircher Music,1 star: Bad,I wish there were zero stars to…,I wish there were zero stars to describe how much this company sucks.
,https://ca.trustpilot.com/reviews/5faeeefa5e693f0a8426862b,TRICIA,1 star: Bad,HORRIBLE SRVICE!!!,"HORRIBLE SRVICE!!!! NEVER AGIAN!! ALWAYS SHOP THRIVE, AMAZON AND WHOLEFOODS!!!"
,https://ca.trustpilot.com/reviews/5fad8bbf5e693f0acce70582,Robert Taylor,1 star: Bad,Ordered 3 times in the last 6 months…,Ordered 3 times in the last 6 months and every time there was something in the order that was wrong.I had to go to the store myself to get the right item.Would not recommend it!
,https://ca.trustpilot.com/reviews/5fad624f5e693f0a842540bd,Liz,1 star: Bad,I shopped and delivered groceries until…,I shopped and delivered groceries until they deactivated me telling me I didn’t deliver groceries to someone. I take a picture of everything I deliver. Also they pay you mileage to deliver the groceries and when you click on your map the mileage is double of what they pay you for (all the time too). They denied my appeal to reactivate and I have no details as to what order there was even a problem with. Great trust and safety team they have where the customer is right but the worker isn’t.
,https://ca.trustpilot.com/reviews/5fab3d2e5e693f0a8423b029,Chantal Cashi,1 star: Bad,Horrible service,
,https://ca.trustpilot.com/reviews/5fa82f2f5e693f0acce3078f,Portia Smith,1 star: Bad,BYE BYE INSTACART,"I shop at BIGY in Kingston, MA-small family owned business-with a large number of elderly shoppers. The Instacart shoppers come into the store during the pandemic and completely disregard the protocols in place to keep people safe and healthy. They don't respect the elderly designated shopping times-they don't maintain social distance, NEVER abide by the one way isle directions and if you ask them to respect the store's procedure they swear back at you. I have asked BIGY to address the matter but they refuse to keep their regular shoppers happy. I will NEVER use INSTACART  and will shop at the local Roche Brother's going forward. Cannot wait for this pandemic to be over and watch all the businesses like Instacart go out of business."
,https://ca.trustpilot.com/reviews/5fa5e94e5e693f0a842065c1,Becky Carlson,1 star: Bad,Why do they stop delivering so early,"Why do they stop delivering so early? I tried to place an order around 4pm, needing the items today, and it originally said within two hours. I finished my order around 4:30 and now all of a sudden it’s next day! Ridiculous!!"
,https://ca.trustpilot.com/reviews/5fa596a65e693f0a8420366f,eric roth,1 star: Bad,Horrible employees im standing in front…,Horrible employees im standing in front of my door and he said i cant leave your groceries with no one here i said leave them at the door im doing no contact becuse of covid 19 and shut the door the dude left with my groceries and this aint the only problem i had with employees i wouldn't pay for this service
,https://ca.trustpilot.com/reviews/5f9e6dde5e693f06f876c890,honeymustard,1 star: Bad,Nearly every order was horrible,Nearly every order was horrible. Even though shoppers mostly act like complete knobs shopping I let them all keep their tips except from the two who ordered themselves 80 dollars of crab legs and 50 dollars in steaks as order subs and kept the items.I complained every time something was bad.Now 6 months later account suddenly deactivated because of their bad mistakes.What a jokeI am actually relieved I can't order from them anymore.
,https://ca.trustpilot.com/reviews/5f99e71e5e693f06a0fff77d,King Najet,1 star: Bad,Instacart Delivery Driver,"I am currently a delivery driver for instacart and i think its very unfair that i need to do at least 5 orders to cash the money i made out. In my opinion that is not fair to us as driver’s. I understand that the tips have to go through in 1 day but not being able to cash out when i need gas money to make those runs isn’t fair. I was out for 5 hours yesterday after after my regular day job shopping for other people using my own gas while being cold. It is not fair to me that i cant cash out the money i made. This company is a joke. I did my job, Instacart needs to be fair and do their job and do right by their delivery drivers."
,https://ca.trustpilot.com/reviews/5f99d1fc5e693f06a0ffe7a2,andrea marcucci,1 star: Bad,Instacrooks,Instacart shoppers are dependent on ratings from their customers to continue being able to work.  Instacart 'promises' IN WRITING that shoppers will be forgiven for less than 5 star ratings due to app issues or other things which are out of their control BUT they DO NOT follow thru on that ever !!!  They tell you that you have to complete more and more batches (that are ridiculously long distant and low paying) in order for poor ratings to be removed.  Basically they use people and dispense of them on a regular basis because they are grotesquesly self serving and couldn't care less about the people who make it possible for them to make money.
,https://ca.trustpilot.com/reviews/5f98aaac5e693f06a0ff0e82,Renee Pourhadi Forni,1 star: Bad,All I can say is horrible,All I can say is horrible. Use another service.
,https://ca.trustpilot.com/reviews/5f9790d35e693f06a0fe265c,Denise Fazio,1 star: Bad,I wish I'd read other reviews before…,I wish I'd read other reviews before depending on Instacart.  Communication is severely lacking.  I am going to go back to ordering groceries from Walmart.  I think they may be using a different delivery service.
,https://ca.trustpilot.com/reviews/5f8f235b798e6f0aa0aa18ea,Cassandra Liquori,1 star: Bad,TERRIBLE,TERRIBLE! STEELS YOUR MONEY AND DECLINES YOUR ORDERS! DECLINED MY TRANSACTIONS MULTIPLE TIMES SAYING IT WAS MY BANK'S FAULT AND NOT THE SITE BUT CHECKED WITH THE BANK AND IT WAS THE SITES FAULT. TOOK THE MONEY THOUGH SO REALLY? TERRIBLE EXPERIENCE! NEVER AGAIN
,https://ca.trustpilot.com/reviews/5f8f184c798e6f04a418fac9,Jeff Smart,1 star: Bad,a Bunch of C U Next Tuesdays.,These people are a Bunch of C U Next Tuesdays. Id rather get covid then use these guys again.
,https://ca.trustpilot.com/reviews/5f8ea26e798e6f0aa0a981c0,Katie Martin,1 star: Bad,False advertising said they could get…,False advertising said they could get my proffered caffiene and couldn't find it do not reccomend
,https://ca.trustpilot.com/reviews/5f8e6a82798e6f04a41850a6,Yunay Piedad,1 star: Bad,Horrible!,"Horrible!! I placed my order and the order didn’t go through with them, but the money was out of my account, they took 7 days to give me my money back $150 ..."
,https://ca.trustpilot.com/reviews/5f8b4876798e6f0770614a8b,Emily,1 star: Bad,My horrible experience,"I have tried so many times to start shopping for instacart even go my shopper card. I have talked to several people saying they would put me priority for when a spot comes open in my area and still nothing! I have gone back and forth with them for about 4 months or so! What I don't understand is my brother signed up and is able to do it, but it won't even let me and I signed up long before he did!"
,https://ca.trustpilot.com/reviews/5f89d043798e6f0bcc4766e1,David Semon,1 star: Bad,False advertising said they could get…,False advertising said they could get my proffered caffiene and couldn't find it do not reccomend
,https://ca.trustpilot.com/reviews/5f873a4d798e6f0bcc459486,Crystal Davis,1 star: Bad,They care nothing about customers,"They care nothing about customers, only themselves. I will never ever patronize Instacart again and I wish I could warn everyone who deals with instacart how sketch and sleazy this service actually is."
,https://ca.trustpilot.com/reviews/5f7c7c37798e6f0b341f67e5,M,1 star: Bad,Terrible service.,"Their costumer service is just plain awful in every aspect.They don't deserve honest people's money.Lies,deception and theft.I really think they should be closed for good..."
,https://ca.trustpilot.com/reviews/5f7a1c48798e6f0b341e07d5,Bahram Rostami,1 star: Bad,No idea how this is rated as 4+…,"No idea how this is rated as 4+ rating... abuses the shoppers, the service is horrible and just abusing the situation!!"
,https://ca.trustpilot.com/reviews/5f749f98798e6f0b341b1d4b,Kate Reber,1 star: Bad,They did a good job once,They did a good job once. Every other time there has been problems with my orders
,https://ca.trustpilot.com/reviews/5f741e62798e6f0960233f5d,Julie Oberdorf,1 star: Bad,Horrible service!!,
,https://ca.trustpilot.com/reviews/5f6f918c798e6f096020f3a3,黎平清,1 star: Bad,horrible application,horrible application. Lock my account aftet I complain the bugs in product. Never solve the problem.
,https://ca.trustpilot.com/reviews/5f6df307798e6f09601fe734,Vang Vicentini,1 star: Bad,Is there a NEGATIVE 10... DRIVER HIT MY BUILDING AND SPED OFF!,"Is there a NEGATIVE 10.... driver was delivering to a tenant at one of my rental properties - HIT the building, SMASHED out a window and it's frame then sped off.  The company refuses to provide the POLICE with the drivers information.  THIS IS DISGUSTING BUSINESS PRACTICE!!!"
,https://ca.trustpilot.com/reviews/5f6caa6f798e6f09601f10d2,Julie Gabriel,1 star: Bad,CHEATERS,"CHEATERS! Shopper sent me 4 tiny apples for 1 kg. No receipt in the bag. I wish I had another option for quarantine grocery shopping but apparently, there's none. Will not be using them again, I'd rather order takeaway, at least you get what you pay for."
,https://ca.trustpilot.com/reviews/5f6bd4ba798e6f09601e9aa3,Lisa Harper,1 star: Bad,Surly shoppers among the good ones …,"The experience with Instacart depends on the shopper. I have had some very good helpful ones but more than once I have gotten a particular shopper who is surly, unhelpful and never delivers my whole order.  I tip really well - which of course you do in advance and I just got this awful shopper again. I am done with Instacart."
,https://ca.trustpilot.com/reviews/5f6a3bc7798e6f0aa4e1f43c,P T,1 star: Bad,I wish I could give no stars,I wish I could give no stars. The Costco same day Grocery delivery using Instacart wasted hours of my day. They deactivated my account and asked for PI which I provided and still couldn't reactivate my account despite telling me it was reactivated. Have been at this for the last 3 hours. Seriously!
,https://ca.trustpilot.com/reviews/5f679bc702e8570a4876a5ff,Casey Ray,1 star: Bad,Used instacart for the first time yesterday due to my family being quarantined. I won’t be using it again. They did not get several of the items on the list and bought stuff that we did not even order,Used insta cart
,https://ca.trustpilot.com/reviews/5f65b08802e8570acc3b9693,John,1 star: Bad,"No accountability, terrible partner","No accountability, noncaring about costumers or partners. If you are thinking about using instacart as a partner, get ready to lose costumers."
,https://ca.trustpilot.com/reviews/5f64f76e02e8570a487560ba,Jeanne,1 star: Bad,Broken items,"I ordered through Sprouts several times and each time there were small errors, but nothing worth complaining about really. The last time, however; I got a plastic bag full of avocado oil with a smashed bottle and a carton of broken eggs. I won't be using instacart again."
,https://ca.trustpilot.com/reviews/5f5bd58302e8570a48704d74,Sk,1 star: Bad,Do not believe this company,Do not believe this company. All emails they send saying shoppers in high demand is a lie. I contacted them to start on boarding one agent said take courses which I did. Then another agent said no we do not need shoppers showed her emails she said maybe that one day but I could not do on boarding that day because it went back to waitlist. DO NOT TRY TO WORK FOR THEM EVERYTHING IS A LIE!!!
,https://ca.trustpilot.com/reviews/5f5ba44302e8570a48702a08,Anona Mous,1 star: Bad,NO MASK!,"shopper had companion.  companion NOT wearing a mask and she was carrying my paper bags of groceries in a manner in which they were up against her face and neither of them were wearing gloves. They also drove on my grass while turning their car around.  In defense of Instacart, they took my complaint seriously; I was financially compensated and Instacart also said that that shopper would never be allowed to shop for me again."
,https://ca.trustpilot.com/reviews/5f5810df02e8570328d2e5c3,OmerV,1 star: Bad,A major problem with Instacart is that…,"A major problem with Instacart is that it does not confirm an order with a detailed email of an order. It only provides, via email, a link to it’s cloud servers.So if a problem is encountered with an Intsacart delivery, a customer is left with only the order information available courtesy of Instacart. Could Instacart at least send a detailed email immediately of an order placed to clear any confusion? Trust is magic."
,https://ca.trustpilot.com/reviews/5f540e9402e85708c8e0b73f,Rolf Pedersen,1 star: Bad,Dishonest and unprofessional,Dishonest and unprofessional towards their customers.Charged my card three times and then said my payment was declined. I’m done with this company.
,https://ca.trustpilot.com/reviews/5f52fad702e8570814005ac4,Maria Craft,1 star: Bad,Do NOT USE THIS COMPANY,Do NOT USE THIS COMPANY! THE HEIFER THAT IS DELIVERING MY ITEMS as I TYPE THIS DID NOT REACH OUT TO ME AT ALL. NEVER AGAIN. SHE EVEN DID A REPLACEMENT without MY CONSENT!!! IM FURIOUS.  IF YOU WANT TO PAY THIS COMPANY TO SHOP FOR YOU AND MESS IT UP BE MY GUEST. FIRST AND LAST TIME.
,https://ca.trustpilot.com/reviews/5f52098b02e8570814ffc6f6,Micayla Mcneil,1 star: Bad,How can a company that offers no…,How can a company that offers no benefits force their workers to work every weekend? With no incentive? During a pandemic? When they only offer 29 hours a week? Instacart is a joke. The founder is trying to be the next Jeff Bezos. As a shopper I look forward to the crash of instacart. I cant wait to watch the flames. Worst place to work ever.
,https://ca.trustpilot.com/reviews/5f4f041002e8570814fdeeb0,Dodger B,1 star: Bad,Be Aware,"Be Aware! If you get lucky and don't ever have a problem, then well done. If you do, then it is an INCREDIBLY FRUSTRATING time trying to get anything out of the customer ""service"" with incredibly poor English, who don't bother to read what you write, and who never solve the problem anyway. Wasted hours with these jokers. Do yourself a favour and use someone else."
,https://ca.trustpilot.com/reviews/5f4ed59902e8570814fde561,Alison Randall,1 star: Bad,Frustrated and disappointed in quaratine; waste of effort,"We are a mother and daughter arriving in a university town and being forced into quarantine by local regulations (thanks COVID). Instacart seemed like the most fabulous solution to our problem...until they weren't. We are stuck in an apartment, unable to even walk to the front of the building and none of the 134 items we have ordered have processed. And it will take 24-48 hours to ""figure out what the bug in the system is"". Ridiculous. This concept is great. The execution is horrible. Won't be using Instacart again."
,https://ca.trustpilot.com/reviews/5f4e6d0902e8570814fd9c6f,Debby Rossouw,1 star: Bad,The rating of 1.3 is pretty right on…,The rating of 1.3 is pretty right on and if they do not make this right I will go to costco directly and ask why they use THIS TERRIBLE SERVICE!
,https://ca.trustpilot.com/reviews/5f4d640c02e85708c8dce0fa,Lyons Gao,1 star: Bad,so stupid company,
,https://ca.trustpilot.com/reviews/5f4aa51102e8570814fbc5be,M William p,1 star: Bad,Had an odd run in with an instacart…,"Had an odd run in with an instacart employee at my local grocery store. I was behind her with my cart. She did a u turn with her cart so we were facing each other. She cocked her hip, rolled her eyes and sighed very loudly. Clearly I was in her way. Then she said with an exasperated tone, I need to go that way. No one living locally would have behaved like that. She was rude and crude. I’ll find another store and I already registered a complaint to the store manager. If your employees behave inappropriately, you need to fire them or more likely provide better training. I appreciate that you’re supplying jobs but I don’t appreciate that lack of professionalism. Happy to provide details and pictures of the incident."
,https://ca.trustpilot.com/reviews/5f4a94e102e85708c8dba626,Michael Greeley,1 star: Bad,Terrible Service,Guy delivers groceries backs into my drive way then peels out... next person delivers groceries and there’s melted ice cream everywhere in the bag on top of canned goods and strawberries. Don’t waste your time with this service.
,https://ca.trustpilot.com/reviews/5f451eed02e8570814f897ce,Moe Williams,1 star: Bad,Don't EVER use this company,Don't EVER use this company! WORST one on the market!
,https://ca.trustpilot.com/reviews/5f4459ba02e8570814f82506,Waterloo L,1 star: Bad,Why there is no zero star!,"Why there is no zero star!! 1 star is too high for this company, the worst management I have even seen."
,https://ca.trustpilot.com/reviews/5f43d65702e8570814f7cf2c,Melissa Crich,1 star: Bad,Wish there was a negative star rating,"Wish there was a negative star rating.  Instacart has caused me to stop shopping at superstore.  They randomly decided to deactivate my account after successfully using them for years.  Said it was some random security check. It’s been two months and I can’t use it.  Sorry Superstore, maybe another time"
,https://ca.trustpilot.com/reviews/5f3eabba02e8570814f55595,Mike Wasdin,1 star: Bad,Thinking of working for Instacart? Don't!,This is a terrible company to work for. They don't take responsibility for anything. Their app is garbage and constantly screws up. If you are a driver you will have nothing but problems with them and everything will be your fault. They will deactivate you for no reason at all. The company is run by incompetent fools.
,https://ca.trustpilot.com/reviews/5f38030a9cc22a073c98661b,Tina,1 star: Bad,No acknowledgement of delivery,This is the second time I asked them to ring my door bell and they don’t! The first time they left my groceries in front of my door in over 100 degree heat. It was over 25 minutes before I knew they were there. All my frozen things were barely cold. They tried to rectify it by a $35 credit in my next order. Well today was my next order and no credit was applied. I also put it all capital letters RING DOORBELL in the comments section. This time I was able to watch out for them and once again no doorbell!! It’s really not a hard concept!
,https://ca.trustpilot.com/reviews/5f3753029cc22a0600cc2642,Vinz in Vegas,1 star: Bad,Over 80% if articles not available.,Over 80% if articles not available.They are not updating the app and make their employees and customers frustrated!Stay away it’s the worst delivery service ever!Amazon Fresh is #1
,https://ca.trustpilot.com/reviews/5f354cd79cc22a0600caff36,Marie routh,1 star: Bad,Thieves,Instacart just stoked $99 out of my account. I have not ordered anything from them
,https://ca.trustpilot.com/reviews/5f315e931a5a69026846db8c,Sara Townsend,1 star: Bad,Hold you funds for 5-10 days,"They place a hold of funds on the account that won't be released for 5 to 10 business days. Two ways to resolve this is to lower the hold amount and update inventory on site/app, for these reasons I will not be using Instacart going forward and have advised family and friends against it."
,https://ca.trustpilot.com/reviews/5f2d8ede1a5a690788a414c2,Inetta J Cooper,1 star: Bad,If I could give a -0,"If I could give a -0, I would. Never mind the issues of delivering groceries to my neighbors apartment and leaving them at on her door(no one was home), to totally screwing up every order. Now they took a $99 subscription that I didn’t authorize and tell me it will be 10 days.  I live on unemployment,  you do the math!"
,https://ca.trustpilot.com/reviews/5f2b12eb1a5a6907a47ba020,cynthia,1 star: Bad,If anybody is wondering why the quality…,"If anybody is wondering why the quality of service has gone down in the last couple of months it is because there are too many shoppers using 3rd party bot apps where their only incentive is to take good paying orders from the honest hard working shoppers. The reason I bring this up is the fact that your ratings as customers do not affect these shoppers who cheat by using the 3rd party bot apps, therefore quality work from ""Instacart"" shoppers is out the window! I hope Instacart realizes how serious this problem is, that yes this will affect instacart's bottomline once too many customers are irritated by the influx of low quality shoppers who use these 3rd party bot apps, and that instacart WILL LOSE it's customers and good quality honest shoppers to competitors if it does NOT act quickly!!! I am one of those shoppers affected by these cheaters, I have a very high rating of 4.89 stars out of 5 stars yet i see all of the Seattle orders disappear in a fraction of a second, and many times i do not see any orders at all for hours! My sister is one of those angry customers who is being affected by these low quality shoppers who cheat using 3rd party bot apps! She has already given up on being a customer and has gone to Amazon Fresh. Shoppers using 3rd party bot apps that ignores customer ratings and screens orders before it gets to honest shoppers who don't use 3rd party bot apps continues to allow the low quality shoppers to be a main presence which is unfair to both the customers and the honest hard working shoppers. ATTENTION TO INSTACART: I REPEAT THAT YOU WILL DEFINITELY LOSE MANY CUSTOMERS IF YOU CONTINUE TO ALLOW THIS TO HAPPEN!!"
,https://ca.trustpilot.com/reviews/5f29b0531a5a6907a47ab318,Richard,1 star: Bad,Quite possibly the worst service I have…,Quite possibly the worst service I have ever had the misfortune of using.
,https://ca.trustpilot.com/reviews/5f29945c1a5a6907a47a9b27,Debbie Novick,1 star: Bad,THIS SERVICE IS A BIG CORPORATE…,THIS SERVICE IS A BIG CORPORATE NIGHTMARE. THEY BLOCKED MY ACCOUNT UNILATERALLY AND HAVE YET TO MAKE ANY REPARATION AVAILABLE! ATROCIOUS!
,https://ca.trustpilot.com/reviews/5f21ad7b1a5a6907a476383f,Old Virginia,1 star: Bad,Service Sucks,Driver delivered my groceries to a different address twice and didn't come within the 2 hr window as paid for.
,https://ca.trustpilot.com/reviews/5f1cac331a5a690750675283,Amy,1 star: Bad,I am done using Instacart,"I am done using Instacart! and unfortunately that means not being able to order from Aldi. Twice I have had them say my order was delivered... but not to me... wonder who keeps getting free food! Must be nice. This time again I watched tracking and saw the driver go to a different city.  Yes they have the same street name but they went NORTH and my address clearly says SOUTH.. also I gave specific directions and they still got lost and was at some other locations... in todays GPS world., it can not be this difficult!! the pizza deliveries always make it to my neighbor hood some how...grrrrrr"
,https://ca.trustpilot.com/reviews/5f1bd72a1a5a69075066d7e6,Sarah Smith,1 star: Bad,I've ordered from Instacart twice this…,"I've ordered from Instacart twice this week, and neither delivery person wore a mask. It should be illegal for anyone who handles food or groceries to not wear a mask."
,https://ca.trustpilot.com/reviews/5f1b8d341a5a69071c952b4f,Ro Shun Weaver,1 star: Bad,If I could give 0 stars I would,"If I could give 0 stars I would. These shoppers are the most incompetent bunch of #$%! They lie and say things are out of stock when their not, I've had 1 shopper buy herself some ice cream on my cc! Its was on my receipt! So many issues. This service is a waste of time and money."
,https://ca.trustpilot.com/reviews/5f19e43f1a5a69071c942693,Denise Anne Covill,1 star: Bad,They  are  the   only  company  i  know…,They  are  the   only  company  i  know  during this   pandemic  that  removes   money  from  our  accounts   twice.  We   can`t  afford  that  once  should  be  enough to  pay  for  our  orders.  I  have  used  them  once  or   twice  &  both times  they  took  money  out   twice.  So  if  they  want to   keep  my  business.  Only  remove   it  once  to  pay  for   our   order.  My  name  can  be  shown i  don`t  mind/  Denise   Covill  .  Ontario  Canada.
,https://ca.trustpilot.com/reviews/5f1939651a5a69071c937a78,Art Lover,1 star: Bad,Buying a year's subscription to…,Buying a year's subscription to instacart has been the worst decision I have made during the pandemic.  The areas they serve are completely random.  I live less than 4 miles from the stores I want delivery from.  They don't deliver to my address yet they deliver to addresses 23 miles away.  I have to have delivery to someone else's address. I tried to get an override. I got the run-around from worthless agent to worthless agent for a week before insisting on a manager.  The verdict: there isn't anyone with the power of reason at instacart.  I had another incident where an obnoxious shopper delivered my groceries and got right in my face without a mask and ranted for 10 minutes regarding his right to do so.  I paid for the honor of risking infection.  This time it was more than a week dealing with instacart and nothing was ever done to curb this dangerous employee's behavior.  You can have this dysfunctional company taking advantage of people who have health risks and cannot shop during the pandemic.
