Link,Reviewer,Rating,Title,Review
https://ca.trustpilot.com/reviews/5fd55ee5755dc107e0c1340b,Vanessa Morris,1 star: Bad,Shady shoppers who literally steal from customers,"So far I really haven't had any issues other than an item or 2 missing out of my order. I get it, it happens and the shoppers probably have multiple orders they shop for. However, I placed an order for 8 items at Publix (Florida grocery store) that totaled $54.34. I see 3 different things added to my order that I DEFINITELY DID NOT add. The problem with these is the 3 of them combined cost $141.97. SO NOW my order totaled at $196.31. I took a screen shot of the added items and reached out to Erik (my shopper). I said why were these added I did not add these. His response ""Yes"".... So, my next message was ""I want the receipt for my order when you drop off the groceries""... Next notification I received seconds after that message to him was ""your order has been delivered"". I was literally standing out front in my driveway when that notification came through.I called customer service. BOY are they a joke. They answered, apologized and they said they would issue a full refund for my order and it would be deposited in 5-10 business days. I don't think it is fair I have to wait 5-10 business days for their shopper stealing from a customer and racking up the bill more than twice the amount I originally planned on spending and esp before Christmas. I still have Christmas presents to purchase, which this now sets me back a little. So, moving forward. I told the customer service representative I would like to take more action and calling the cops. The customer service rep kept repeating himself saying Instacart is handling it. So, if anything legal happens they don't give you any information whatsoever if you decide to escalate the situation to local authorities. I asked what their policy was regarding legalities. The customer service rep had no idea. Instacart is a multimillion possible multibillion dollar corporation with no policies regarding legalities. They just keep saying ""Instacart is taking care of it"". This raises concerns, esp if something drastic did ever happen. What if this shopper comes to my house (since he knows my address now) because I reported him and retaliates against me? What then? What happens at that point (god forbid it happens)? Instacart has no company policy in this regard. I now have to keep an eye on my bank account and hope they do in fact refund my money their shopper stole from me. I really do not recommend Instacart. I know it is convenient when you don't have the time to shop but when something like this happens it truly is not worth it. I run 2 successful shops on Etsy, when I issue a refund to a customer the money is deposited within 24-48 hours. I know Instacart can in fact have the money deposited quicker. They just choose not to."
https://ca.trustpilot.com/reviews/5fd52e1d755dc107e0c11bda,Ri Sakamoto,1 star: Bad,Cheaters!!!,
https://ca.trustpilot.com/reviews/5fd52452755dc10b4820c856,Auntie M.,1 star: Bad,Call Your Credit Card Company,"SHOULD BE NO stars.A careless inconsiderate young man was seen by my neighbor dropping 4 or 5 bags of groceries on my back porch and knocking on the door. I went to the door immediately and was just in time to see the back of his car disappearing. The groceries were not mine, I didn't order anything. There was no receipt or ID of any kind. The store was identifiable by the bags and they told me the groceries were delivered by Instacart. Mostly frozen foods and other perishables. I took time from my work to scour the neighbors trying to find the rightful recipient with no luck. INSTACART DOES NOT ANSWER THEIR PHONES AT ALL AND THERE WAS NO WAY TO CONTACT THEM ONLINE WITHOUT AN ORDER NUMBER! I had no recourse but to give the food to a needy family. WOULD I USE INSTACART? NEVER!If you order from them and they don't deliver and/or don't give you a proper refund for anything, call your credit card company. They will stand behind you and reverse the charge."
https://ca.trustpilot.com/reviews/5fd4e31e755dc10b48208c42,Tina Coyle,1 star: Bad,Credit on future orders rather than Refunds?!?!?!?,"Instead of a refund for items not received I got a credit towards a future purchase. WHAT THE HECK!?!?!?!?! I would have to pay more in delivery fees, service fees (YES, THEY HAVE MULTIPLE FEE CATEGORIES) and tips than the cost of the items, and would have to go through the same crap experience, to me this amounts to EXTORTION or STEALING. They charged me for items I didn't get, and now won't return the money unless I spend more with them. They take too many orders then blame high volume for poor customer service. I would happily pick a delivery window for a following day rather then get garbage service. Taking my money for a service you are too overbooked to provide is not ethical.If you contact them about multiple issues (in my case expensive items that I was charged for but never received and fresh vegetables waaayyy beyond the questionable stage - they were literally dissolving into disgusting goo) they will take several days to only address the first issue.A while back I tried using them to get my mother some groceries in another city, items were never delivered although they claim they were and we were charged and had to fight over a refund. She has a doorbell camera (so we have proof they didn't arrive) and an easy to identify/find apartment and we get deliveries from restaurants and such without issues all the time. I've tried using the app several times over the last year, thinking that perhaps they just needed time to adjust to the larger volume of Covid orders and I didn't want to give up on them in the middle of a crisis. But nothing is improving, if anything customer service is going downhill. I've been having much better luck with AMAZON FRESH and will use them exclusively for deliveries from now on. Highly recommend them. If you have an Amazon Prime Membership there are no delivery fees as well, WIN WIN!"
https://ca.trustpilot.com/reviews/5fd474f6755dc10b48201619,Shannon,1 star: Bad,They cheat you out of money,"They cheat you out of money. The store you may be shopping at could have a sale, but they will charge you full price. Then, if you contact customer support, they will do nothing about the money you lost. Even if you ask the shopper to use the store reward card. They don’t tell you that you don’t get the sale. They just keep your money. If you ask for a supervisor, you will be told one is not available and will call you back, then will never call you. If it available, use the stores shopping and delivery app. Do not use instacart!  They do not care about their customers."
https://ca.trustpilot.com/reviews/5fd4318e755dc10b481fff1e,Ash leger,1 star: Bad,Customer service is a joke,Customer service is a joke! They don't even read ur email or concerns. Half their responses don't even make sense. DO NOT USE
https://ca.trustpilot.com/reviews/5fd3e56e755dc107e0c02042,Megan Huyck,1 star: Bad,"Didn't receive half my order, but was charged","I placed a small order, was charged for the entire order and didn't get half the order. I didn't have a way to contact the shopper to notify them or ask about it. I contacted the store I purchased from and instacart and won't hear anything for at least a day. Definitely not shopping at that store or using instacart again."
https://ca.trustpilot.com/reviews/5fd3da9a755dc10b481fc608,DIANE,1 star: Bad,usually use a different delivery…Shipt,"I usually use a different delivery service but the stores  I needed were not on their app so I thought I would try  Instacart. The first store the shopper did not get everything on my list, The second shopper bought things that were NOT on my list and I was charged for them. Very disappointed and unhappy with this company. I will return to Ships where I hever have problems, 😫"
https://ca.trustpilot.com/reviews/5fd2db47755dc107e0bf1757,Elizabeth C.,1 star: Bad,I have ordered from instacart and shipt…,I have ordered from instacart and shipt probably around twenty times and there is something Missing everything single time I order. It's ridiculous.
https://ca.trustpilot.com/reviews/5fd28850755dc107e0bee794,Temara Melek,1 star: Bad,MANY bad experiences... not worth it,"unfortunately i have had many bad experiences with instacart and only one good one recently. i try to give them the benefit of the doubt but after this last order, i let them know the issues and they only gave me $3 credit to my account, and then i let them know i will not be using them again. from not getting my order at all, to my bags smelling like complete cigarette smoke, and my most recent order late and hair strands all over my bags i would not recommend using them. going to the store is a LOT less stressful :)"
https://ca.trustpilot.com/reviews/5fd274a8755dc10b481e8298,Kent Harris,1 star: Bad,How can insta cart expect shoppers to…,How can insta cart expect shoppers to maintain a 5 star rating when their rating is less than 2???
https://ca.trustpilot.com/reviews/5fd26e1b755dc10b481e7987,Sea Kawasaki,1 star: Bad,I too would give this crappy business a…,I too would give this crappy business a 0 star. They charge an annual fee off $99 so you better get your moneys worth. But don't expect the drivers to read the message you leave because they won't bother reading it or follow instructions. This place is a joke and I'm sorry i ever downloaded it. -_-
https://ca.trustpilot.com/reviews/5fd19397755dc10b481d7f4a,J Rene,1 star: Bad,If I could give this app a 0 star I…,If I could give this app a 0 star I would. I've used a couple of times and items are always missing. Over charged and cannot get a refund. Just terrible. Do NOT use this app. It's a scam and some bull! Will never use them again!
https://ca.trustpilot.com/reviews/5fd160f1755dc107e0bdbc7f,Charis ford,1 star: Bad,Our food was on time,"Our food was on time, however our Bill at Bjs was 265.00 the driver left the receipt.  Instagram place a hold on my debit card for $400 and emailed me a receipt for 361.00.  Unbelievable I feel so cheat, my husband has been on the line with them for about 30 mins now trying to find how to get credited. I would not recommend anyone use this service."
https://ca.trustpilot.com/reviews/5fd12998755dc107e0bd8a0b,Rebecca McKinney,1 star: Bad,Do not use,"Do not use this app. I was charged $230 not once but, two times for my $210.00 worth  of groceries.  I called Food Lion and was told this is a ongoing  problem.  They are suppose to hold $230 until you pick your order up, I was told. Yet no one can answer why I still have a pending charge of $230 and a charge of $210 for my order. So to order $210 worth of groceries,  $460 is being held that I cannot  use. Two calls have made to instacart but no one can answer why this is happening. Very unprofessional  company"
https://ca.trustpilot.com/reviews/5fd104d2755dc107e0bd5276,Robert,1 star: Bad,Charged me $373 for $300 in groceries,"The shopper left the paper receipt in the bag with my order. Instacart charged me $373, but the groceries cost the shopper $300 at the store. When I contacted customer service, they explained this was not an error, but a “markup” to pay for the service. If you are willing to pay a 25% markup for someone to shop for you, great, I will be doing my own shopping."
https://ca.trustpilot.com/reviews/5fd0d44d755dc10b481cb463,Shannon Bayiha,1 star: Bad,WORST F**** SERVICE ON PLANET…,WORST F**** SERVICE ON PLANET EARTH!!!!!!! THEY BLOCKED MY ACCOUNT AFTER THE SECOND DAY OF USING THEIR SERVICE !!!!!!!!! I NEEDED FOOD TO COOK FOR MY FAMILY I WAS NOT ABLE TO DRIVE THEY TOLD ME TO SEND A PICTURE AND ID TO THEM VIA EMAIL AND I HAD TO WAIT 24 HOURS TO UNBLOCK MY ACCOUNT THESE ARE FU**** CLOWNS AND I HATE EVERYONE THAT WORKS FOR THIS COMPAN=Y!!! THEY DESERVE TO BE SHUT DOWN!!!!!!!!!!!
https://ca.trustpilot.com/reviews/5fd054bf755dc10b481c32b8,Zakir Ansari,1 star: Bad,I used them only 2or 3 times for like $100 supplies and cost me $1300 …,"I used them only 2or 3 times for small test supplies. I was cheated in my supplies the first time. It was of poor quality and less Quantity. Next time I bought an electronic scale and checked. There was no need to check. the robbery was so evident. one Papaya was 2.8 Kg and an orange 1/2 Kg. Everything was not according to weight charged. When I reported to instacart, with a chart of charged weight and actual weight. I got a reply that intacart is refunding the short-changed/short supplied price difference. Nobody had the courtesy to explain daylight robbery. It is like if you catch a thief, instead of going to jail he agrees to return stolen goods but charges you for his time and effort in conducting the robbery. (like the fee and tip Charged) I checked their service only twice but they charged me C$112.00 yearly fee there is no reunfd option. I don't remember becoming or applying for membership.So the  supplies of around $100 has cost me about $130 in delivery charges. Plus time and and aggravation."
https://ca.trustpilot.com/reviews/5fced4a1755dc105f02d1cb6,gerry eijkemans,1 star: Bad,They claim nothing is in stock but you pay all the overhead,"I order a set of 8 items- I particularly needed vinagre. Eventually they deliver only milk and a bunch of parsley, saying there is no white vinagre available (really) no bread(?!), no white canned beans(excuse me) and they charged almost 30 US for the milk and parsley. ( cost plus SERVICE plus delivery plus tip.) incredible and unacceptable"
https://ca.trustpilot.com/reviews/5fcebb13755dc105f02d113e,Darlene,1 star: Bad,Complete rip off,"When a package is delivered that says $18.54 and on your receipt they charge you $33.64 and four other items are priced way over the packaging price and you contact them and then “they send text messages “ and emailing explaining absolutely nothing that makes any sense. They don’t even call you out of courteousness & they do nothing to take care of their customers except rip you off. Would I ever use the service again, hell no I used it once that was enough for me. Stay away people! Company should be closed down!"
https://ca.trustpilot.com/reviews/5fceb2db755dc107689705cf,Mary,1 star: Bad,I would give Instacart zero stars but…,"I would give Instacart zero stars but that isn't an option.    I have ordered from the company before.  They have delivered to the wrong address or given me the wrong item (cabbage instead of lettuce, etc.)  This time takes the cake.  My order from Costco was delivered 1 hour after it was promised.  I received one item out of 7.  Where did the other items go?  Where was my shopper?  The one item was delivered by a random delivery person.  Instacart has the potential to do great things.  Hire good people and train them.  It's not that difficult.  You have lost a customer."
https://ca.trustpilot.com/reviews/5fceb2c2755dc105f02d0bce,Disappointed too many times,1 star: Bad,It's horrible when you have a problem,"It's horrible when you have a problem.  Getting your ""buy 1 get 1 free"" is a joke.  Either you don't get your ""1 free"" or you get charged for it.  When you report it, Instacart credit your account $10 but has to be used on your next order.  They cheated me out of $33 recently on this issue.  Another issue is I ordered and paid for an item that is 64 oz.  I got 32 oz. but Instacart would not credit my difference.  They put a $5 credit in my account for ""problem with the order."""
https://ca.trustpilot.com/reviews/5fcead02755dc10768970162,Marsha McKay,1 star: Bad,Got totally ripped off from “Diego A”,"Got totally ripped off from “Diego A”. Received all the texts like my order was picked up and on it’s way but nothing came. Instacart reported it as delivered. When I called Instacart the next day they took NO responsibility even though my order was “shopped” and paid for. BTW Kroger, who had nothing to do with “Diego A” from Instacart, made it right for me by giving me a gift certificate when the problem wasn’t on their side of the transaction. Yea Kroger. Boo Instacart."
https://ca.trustpilot.com/reviews/5fceaa4d755dc1076896feea,Jacob Duffy,1 star: Bad,Save yourself the time and money,Save yourself the time and money. Go to the store and get the proper items yourself. If you purchase wrong items there is no way to exchange them and will be out that money.
https://ca.trustpilot.com/reviews/5fce70e6755dc1076896bc8e,Colleen,1 star: Bad,Lazy Shoppers Must Go,"Today will be the last time that I use this service. Shoppers must be trained better to use the app and be willing to look for the requested items. Many times I have asked for replacements on very generic items (chicken, shredded cheese, wheat bread) and I get refunded for the item instead. I find it very hard to believe that the store is completely out of these items, so the shopper is either lazy, doesn’t know how to use the app, lacks common sense, or all of the above. I am currently 6 months pregnant and am trying to avoid leaving my house during the pandemic as much as possible. When a shopper is too lazy to look for replacements on products I absolutely need, it defeats the purpose of me paying extra to use this service. Instacart. Do better."
https://ca.trustpilot.com/reviews/5fce62e8755dc105f02caf81,B Washington,1 star: Bad,"A man pretended to shop and deliver my order, but actually stole $400 and never did either","A man was able to pose as a woman named “Barbara”.  He was able to accept my delivery order, have access to my card, and he pretended to shop for my groceries.  I say pretend because somehow, he shopped a large order in under 10 minutes, got all items no substitutions, and added $150 to my order under an item called “Prim”He then checked out and delivery was pending.  When I seen my $250 order was now over $400 I reached out to him and he switched my delivery to delivered.  I called instacart, and at first they wanted to tell him to return the “prim” and bring me my groceries.  I told them he doesn’t have them, he faked the whole thing, and he’s just straight up stealing $400.  I also told them I would never be ok with this man coming to my home, and I wanted a full refund.  They eventually cancelled my order and black listed him, but my refund won’t show up for 5-10 days.  That’s all the money I had and now I’m broke with no groceries.   Let me repeat: a man posed as a woman and pretended to shop, added $150 in items I didn’t request, and then when I asked him what the charge was for, he switched my order to “delivered” and made off with $400 of my money, which won’t be refunded for 5-10 days."
https://ca.trustpilot.com/reviews/5fce5f75755dc105f02caab8,Elisha Lowery,1 star: Bad,If i could give a review of 0 stars I…,"If i could give a review of 0 stars I would. My food was supposed to be delivered the same day then my time got pushed back then I got a call from them stating it will have to be delivered tomorrow because the store I order my food from has closed. I was livid because I didn’t have any food in my home and I was waiting on them to deliver. They didn’t communicate at all with me because I could’ve went and picked up my items but they didn’t even give me that chance to do so. I demanded the next day be the first delivery. It’s the next day and yet again they push out my time of delivery. Now I’m furious, we will see if this gets delivered today. I am never using Instacart again on anything!!!"
https://ca.trustpilot.com/reviews/5fce4df7755dc10768968cad,Sharon M.,1 star: Bad,$$$$$$BEWARE$$$$$,$$$$$$BEWARE$$$$$MISLEADING COMPANY OFFERS $20.00 OFF YOUR ORDER IS A LIE AND THEY TALK TO YOU LIKE CRAP WHEN YOU COMPLAIN AND THEN DEACTIVATE YOUR ACCOUNT.HASSLE TO GET MONEY BACK FOR OVERCHARGES TOO SO i HEARD.USE OTHER COMPANY WITH SATISFACTION
https://ca.trustpilot.com/reviews/5fce2f765e693f09949f5872,Adam C,1 star: Bad,There for a long time I was getting the…,"There for a long time I was getting the same shopper. She understood my preferences, was very communicative, and items were always flawless! But since Instacart I guess hired a slew of new shoppers, the service is horrific. Rotten produce, 2 hour late deliveries, and NO communication at all even when I reach out! Instacart doesn't care about its customers only money. Find another service !"
https://ca.trustpilot.com/reviews/5fcdb47f5e693f0704a2243b,Skylar Blakely Dillon,1 star: Bad,Please close customers gates.,"Hey! The Kings Soopers closest to us uses Instacart for delivery. Our house is a double property, the delivery is to my grandma in the smaller house, so I understand being confused on what gate to enter in. My problem is each time we get a delivery PEOPLE LEAVE THE GATE OPEN. Our dogs have almost gotten hit, we’ve gotten threats from animal control, so please. Our dogs have gotten out multiple times now and we’re not sure who to contact to try to put a note or something. The gates kinda hard to close, it’s not a main entry we use often, we understand. Tonight, however, both doors were WIDE OPEN. That’s not okay people please at least TRY to close the gate so our dogs have a harder time escaping."
https://ca.trustpilot.com/reviews/5fcd7b985e693f0704a218dc,Dianne Johnson,1 star: Bad,Terrible shopping service,Terrible shopping service. Only found potato chips and salad dressing out of a whole weeks worth of food.  No refund or customer help. Paid $14 for nothing.
https://ca.trustpilot.com/reviews/5fcd4bba5e693f0704a203de,Jon Hand,1 star: Bad,Terrible,"Terrible. Every time - every single time - I order the delivery person forgets a bag worth $20 in their car, and then I have to spend an hour on the phone to get my refund."
https://ca.trustpilot.com/reviews/5fcd26e35e693f0704a1e6b3,Jorge Jefe,1 star: Bad,Ordered on Wednesday for delivery by…,Ordered on Wednesday for delivery by noon Saturday 12/5/2020. Not delivered . Automatically rescheduled for Sunday. by 11am. Still not delivered.We are unable to go out or we wouldn't use them.No way to contact them. Phone says to go to the web. No way to contact them about pending orders on the web.Chat wait time over 3 hours and still no chat.
https://ca.trustpilot.com/reviews/5fcc1cb05e693f0604794d36,Donna Mazur,1 star: Bad,What the heck happened to my groceries??,"Instacart claims they delivered my groceries. They did not. Their customer service says they have ""no way of tracking"" where the delivery was made to. They refuse to refund our money, and sent us back to the store, Krogers. Krogers said we could have our money refunded within 7-10 business days. Instacart takes your money out TWICE, once for the actual order, and once when the real total of the order is known (in case they make substitutions, or are out of an item), I am now out 200$, for 7-10 days, because Instacart can't get their act together and has terrible customer service. I don't have 200$ to spare during COVID, so now I have no food, and I'm down a large sum of money until who knows when. Their app is useless, and does not list who ""delivered"" the groceries, nor does it let you review the service. So I'm reviewing it here. Don't use them, it isn't worth the so called convenience."
https://ca.trustpilot.com/reviews/5fcc0d625e693f0704a1418c,Kim,1 star: Bad,Absolutely awful,Absolutely awful! My order did not contain cat food and did contain cream. I received cat food but no cream. They would not refund the cat food. They refunded the cream instead of delivering it forcing me to go shopping anyway. They would not pick up the cat food even though my elderly mom just had her cat put to sleep. They added insult to injury on the phone refusing to believe cat food was charged and delivered and wouldn't allow me to email the receipt for proof. This is not customer service. This is frustration and a waste of time.
https://ca.trustpilot.com/reviews/5fcc018e5e693f0704a13b4e,Alegra Roth,1 star: Bad,Waste of money,"Honestly, I’m not one to write bad reviews but so disappointed with their services! 3rd time that the order arrives 40 minutes late! On top of it the communication with the shopper is so poor! I asked him this week to get my milk bigger size, bananas as green as he can find and get the sushi rice I saw clearly in a picture he sent me! No rice, small mile and rotten bananas .. so disappointing..  So, there are all kind of companies delivering. Look for one who cares about you and your order."
https://ca.trustpilot.com/reviews/5fcbfc745e693f0604793d60,Robin Sogreatly,1 star: Bad,Incomptent customer service,"I have used Instacart a lot in the past 9 months. Yes, they charge too much by marking up prices. My experience with drivers has been mostly good. I had one instance when there was items in my order that I didn't order, but I wasn't charged for them. I had another instance where there was items in my order that I didn't order and there were missing items from my order that I was charged for. I used the app to report my missing items, and I was refunded for them. The shopper on that trip had informed me she was shopping 2 orders at once. That should not be allowed, as that is probably how my order got screwed up, and probably the other customer's order as well. I emailed Instacart about not letting a shopper do 2 orders at once but all I got was a canned response ""I am sorry for the inconvenience ..."".On Thursday I tried placing a order for Friday delivery. I got a message that there was no time slots available until Monday! I check another store, it said the same thing, I checked all 34 stores on my app, all said the same thing. Now a logical person would deduce that there is something wrong with their scheduling system. I tried going on their online chat to report this. after 1.5 hours waiting I gave up and left. I sent an email instead. All I got was the canned response ""I am sorry for the inconvenience ..."". Their customer service reps cannot read and comprehend English, and have no idea how to apply logical thinking.I checked the app and the website on Saturday, all 34 stores still say next delivery on Monday. The system in my area has been broken for at least 3 days now. I checked ordering in other zipcodes of my state, scheduling orders are functioning normally. Instacart you deserve to fail."
https://ca.trustpilot.com/reviews/5fcbdcba5e693f060479272e,Mckenna B,1 star: Bad,I generally have a good experience with…,I generally have a good experience with this service. But the items I ordered were not available and before I was even able to ask for an alternate option as the alternate option I already chose was also unavailable I still wasn’t able to change because the shopper went to checkout two seconds after advising me that it wasn’t available. On top of this my delivery was delayed over an hour. This is horrible. I still have to go out shopping because the main items that I need weren’t even picked up. This will be my last time using this service.
https://ca.trustpilot.com/reviews/5fcbbdb85e693f0704a105c6,Rev Dragon,1 star: Bad,Broken rating system,Broken rating system. Fix this unfair system! Good batches only being offered to those who luck out with all 5 star ratings! Once you get one bad rating even if it was for something out your control there goes all your decent batches. BROKEN
https://ca.trustpilot.com/reviews/5fcbb42f5e693f06047901d4,Lepp,1 star: Bad,FORGET trying to give an Instacart gift card.,"FORGET trying to give an Instacart gift card.  Their system (they use an external provider to process these) will NOT let you give a gift card (to a current instacart user) UNLESS you, also, have an established Instacart account.  So, unlike every other platform online, you can't just check out with a valid credit card."
https://ca.trustpilot.com/reviews/5fcba02c5e693f0704a0e886,Kevin McClean,1 star: Bad,Tried instacart for the first time…,"Tried instacart for the first time yesterday evening. Our shopper completed the order with one item not in stock. However, they delivered to the wrong address. We called instacart and arranged a re-delivery this morning. This morning our order had half our selections out of stock plus a few incorrect items. A disappointing first impression of this service. Probably wont be using it again."
https://ca.trustpilot.com/reviews/5fcb85a95e693f0704a0cd48,Karamia Tanner,1 star: Bad,Instacart is consistently THE WORST,"Instacart is consistently THE WORST I have EVER had the displeasure of using. Nothing ever is done 100% correctly, shoppers are constantly lazy and lie straight to your face, and frequently steal items.And customer service? A fūckíng joke. Good luck getting them to get their thumbs out of their asses to do ANYTHING within a week. God forbid you need a refund, you probably won't get it for two weeks. IF they actually bother to refund you in the first place, that is.I have wasted WEEKS of my time on their bullshíť, calling them, chatting, listening to two agents argue in broken English in the same call. They do NOT give a single flying fųck about the customer, they scam you by marking up EVERYTHING, and refuse to honor in-store sales. I've also had their own shoppers mark up more on my order without my permission. Don't EVER subject yourself to the protracted torture of trying to use Instacart.It'd be less painful, and faster, to just set yourself on fųckíng fire."
https://ca.trustpilot.com/reviews/5fcb7e575e693f0704a0c528,Noel Gago,1 star: Bad,If I could give 0 stars I would,"If I could give 0 stars I would.  I took advantage of the November sales and placed a large order. My order was then altered/changed without my consent and upon emailing, I was told it was changed due to out of stock items.     Now there are no more sales, and they do not want to honor the original order and deliver once it is back in stock.  They will not give me the sales price on items I originally ordered.  I sent 5 emails, been getting the runaround, emails asked to describe in detail what happened....I did and would still get the same request from them (Representative will contact you, please describe in detail....). I then called and was on the phone for 30 minutes with Angelie.  I explained to her the issue back and forth, she would not honor the original order at the original sales price, she said I can reorder, but will have to pay non sales price.  I asked her to honor the sales price and deliver once it is back in stock, she would NOT do it.  I would of ordered somewhere else to take advantage of the November sales, now I’m left with no product and no discount due to Instacart’s horrible customer service and way of doing business."
https://ca.trustpilot.com/reviews/5fcb34495e693f06047888ec,fiona C,1 star: Bad,Quite frankly I'm disappointed and…,"Quite frankly I'm disappointed and unhappy with the resolution it discourages me from using instacart anytime in the future. I am astonished at representative for think that the resolution match the disgusting way that my food was handled, especially my rotisserie chicken. My Wife, two small  children, and myself had already consumed it before we knew that it was handled so unsanitary.I don't know if the womens shorts were riding up or  she was suffering from a severe  undercarriage rash. What I do know  is that she was going  to town  with it, like  knuckle deep. I do have a security video and screenshots of the incident that I would be elated to share. The thought of somebody's feces being on the container of something I just ate is quite repulsive. Especially in a time where we have an epidemic in our hands. I decided to use this service in order to not be exposed to the dangerous out there only to be exposed to other infectious diseases that include cholera, typhoid, hepatitis, polio, cryptosporidiosis, ascariasis, and schistosomiasis."
https://ca.trustpilot.com/reviews/5fcaecf65e693f0704a07234,YouChen Liu,1 star: Bad,Not all items available in store appear…,"Not all items available in store appear on instacartAnd even if I can fully describe the item and its price, this still creates issues with checkout and payment. If the developers don't improve this decrepit software, how will this deter people from going shopping?"
https://ca.trustpilot.com/reviews/5fcae4545e693f0704a0701c,Customer,1 star: Bad,Overcharged for lower quality items,"Terrible service, I have no idea who is using this platform. They will overcharge you based on ""online"" retail prices but will get you lower quality items as the replacement!! Do not use!!!"
